ID	appareils_refrigerateur	appareils_machine_linge	appareils_seche_linge	appareils_lave_vaisselle	appareils_ordinateurs	nombre_voitures	travail_voiture	travail_moto	travail_transports_en_commun	travail_velo_marche	travail_train	transports_lents	transports_peu_accessibles	transports_peu_confortables	transports_peu_surs	transports_couteux	critere_origine	critere_biologique	achat_supermarche	achat_boutique	achat_reseaux_locaux	achat_marche	quotidien_lumieres	quotidien_machine_pleine	quotidien_lav_temperature	affirmations_terre_limitee	affirmations_env_modifiable	affirmations_desastre	affirmations_ingeniosite	affirmations_env_malmene	affirmations_droit	affirmations_crise_exageree	affirmations_crise_majeure	enjeu_climat	enjeu_air	enjeu_dechets	enjeu_eau	enjeu_disparition_especes	enjeu_pesticides	enjeu_centrales_nucleaires	enjeu_dechets_nucleaires	enjeu_ondes	actions_entreprises	actions_citoyens	actions_pouvoirs_publics	engagement_produits	engagement_impots	engagement_temps	politique_gauche_droite	habitat_TUU2014	demo_sexe	demo_diplome	demo_revenus	demo_age	ponderation
1370	2	1	2	2	1	2	1	2	1	2	1	9	9	9	9	9	2	3	2	2	3	3	1	2	2	3	3	2	3	2	2	3	2	3	3	3	3	3	3	2	2	2	3	2	3	3	3	2	7	5	1	3	11	3	1.19761259607297
1371	2	1	2	2	2	3	1	2	2	2	2	2	1	2	2	2	3	3	3	3	4	3	1	1	2	1	4	1	2	1	1	3	1	1	1	1	1	1	2	1	1	2	3	3	2	2	2	1	8	2	1	2	7	1	5.19643708116568
1372	3	1	2	1	2	3	2	2	2	2	2	9	9	9	9	9	1	2	2	1	2	3	1	1	2	2	5	5	2	2	2	5	2	2	1	2	1	1	1	3	2	2	3	3	3	2	3	2	7	1	2	4	13	5	0.442614089611088
1373	2	1	1	1	4	2	2	2	1	2	1	9	9	9	9	9	2	2	2	2	4	4	1	3	2	2	2	3	2	2	1	4	2	2	2	2	2	2	3	3	3	4	3	3	3	1	2	2	6	3	1	4	13	3	0.119192390126475
1374	3	1	2	2	2	3	1	2	2	2	2	2	2	2	2	2	1	2	1	3	3	3	1	1	4	1	2	1	5	1	1	2	2	3	2	1	1	3	1	5	5	3	4	2	2	2	2	1	2	0	1	1	13	4	1.66450317509884
1375	2	1	2	2	1	2	1	2	1	1	2	9	9	9	9	9	3	3	2	3	4	3	1	3	2	2	3	2	5	2	1	4	2	2	2	1	2	2	1	4	4	5	3	3	3	5	4	1	4	2	1	2	77	1	0.793607404681783
1376	3	1	2	1	4	4	1	2	2	1	2	2	2	2	2	2	1	4	2	2	1	4	1	2	3	5	1	4	1	4	1	1	4	3	3	2	3	4	4	2	1	2	4	3	4	4	4	2	6	0	2	3	9	3	1.08292066829931
1377	2	1	2	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	1	1	2	3	3	2	2	1	1	3	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	2	1	2	2	4	7	2	0.225348559755596
1378	2	1	2	1	2	2	1	2	1	2	1	9	9	9	9	9	1	1	3	3	3	3	1	1	1	1	4	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	3	3	3	4	1	6	2	2	2	6	3	0.251779420625804
1379	3	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	1	2	2	1	3	3	1	2	2	3	3	2	2	1	2	4	2	2	1	1	2	1	1	3	3	3	3	3	3	2	3	2	8	2	1	3	11	4	0.813851455929536
1380	2	1	2	1	3	2	1	2	1	1	2	9	9	9	9	9	1	2	2	1	2	2	2	2	1	4	3	2	3	1	1	4	1	1	1	1	1	1	1	1	1	2	3	2	3	2	2	1	2	3	1	4	12	3	0.450901453303394
1381	2	1	2	1	2	2	2	2	2	2	2	9	9	9	9	9	1	1	4	3	2	2	1	2	1	3	4	2	2	1	1	3	2	2	2	2	1	1	1	1	1	2	3	3	3	2	2	1	3	3	2	3	6	4	0.481470170658226
1382	2	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	3	2	1	4	4	1	1	3	3	4	2	2	2	1	3	2	2	1	1	1	1	1	1	1	3	3	3	3	3	3	2	5	2	2	3	77	2	0.954700316571334
1383	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	1	3	3	2	1	3	3	1	1	1	3	5	2	5	2	2	5	5	3	3	3	3	3	5	3	3	3	3	3	3	5	3	2	6	3	2	1	6	2	0.82776461452054
1384	2	1	2	1	2	3	1	2	2	2	2	2	1	2	2	2	2	1	1	3	2	3	1	1	1	1	4	2	4	1	2	4	1	1	1	1	1	1	1	1	1	2	3	3	3	1	2	1	3	2	1	3	12	3	0.482187085858403
1385	2	1	2	2	4	1	2	2	1	1	1	9	9	9	9	9	2	2	2	3	3	3	1	2	1	4	4	1	5	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	4	1	6	1	1	1	5	5	0.766262540569319
1386	2	1	1	1	2	2	2	2	2	2	2	9	9	9	9	9	1	1	2	1	3	2	1	1	2	1	3	2	2	1	2	3	2	1	1	1	1	1	1	1	1	1	3	3	3	2	3	2	9	1	2	1	77	5	2.68344772998527
1387	3	1	2	2	1	3	2	2	2	1	2	2	2	2	2	1	2	2	2	2	3	3	1	1	2	2	3	2	2	1	1	3	5	2	1	1	2	2	3	1	1	5	3	3	2	3	3	2	3	0	1	2	6	3	0.527037972691726
1388	3	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	3	4	2	1	3	4	1	1	1	2	3	2	2	2	2	2	5	2	2	2	2	2	2	3	3	4	2	3	2	2	2	1	8	5	2	1	13	5	3.55421452544169
1389	2	1	2	1	1	3	1	2	2	2	2	1	1	2	2	2	2	2	2	3	2	4	2	1	4	3	2	2	2	2	1	5	2	3	3	3	3	3	3	4	3	3	3	3	4	4	4	2	6	3	1	4	77	2	0.140322881041477
1390	2	1	2	1	2	3	1	2	2	2	2	1	2	2	2	2	3	3	2	1	2	2	1	1	2	2	2	2	2	2	2	4	3	2	2	3	2	2	2	2	2	3	3	3	3	2	3	3	4	3	2	4	13	3	0.4725759564989
1391	2	1	2	2	1	1	2	2	1	1	2	9	9	9	9	9	1	3	2	1	1	1	2	3	2	2	4	1	4	1	1	4	1	2	1	1	2	1	1	1	1	1	3	3	3	2	2	2	4	5	2	4	10	4	0.303883837025269
1392	2	1	1	1	2	3	2	2	2	2	2	9	9	9	9	9	1	2	2	1	2	2	1	2	1	2	4	1	3	1	1	3	1	1	1	1	1	2	1	1	1	1	3	3	3	1	1	1	5	1	2	2	12	4	0.231473178261362
1393	2	1	2	1	3	3	2	1	2	2	2	2	1	2	2	2	1	1	2	3	4	3	1	1	2	1	4	1	2	1	2	4	1	1	1	1	1	1	1	2	2	3	3	3	3	1	1	1	4	3	1	3	77	4	0.343317992690176
1394	3	8	8	8	6	4	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	1	1	5	4	2	3	1	2	4	2	1	1	1	1	1	1	1	1	1	3	3	3	3	4	1	6	0	1	2	77	3	1.14050631613336
1395	2	1	1	1	8	4	1	2	1	2	1	9	9	9	9	9	2	3	2	2	5	4	3	3	2	3	4	2	2	2	2	3	3	2	3	3	2	2	2	1	1	2	2	3	3	3	3	3	6	0	2	2	77	4	0.0946945700045015
1396	2	1	1	1	2	3	1	2	2	2	2	2	2	2	2	2	1	1	2	1	1	3	1	1	2	1	4	1	3	1	1	4	2	1	9	1	1	1	1	1	1	2	3	3	3	1	1	2	6	3	2	1	11	4	1.88209382924405
1397	2	1	1	2	1	2	2	2	2	2	2	9	9	9	9	9	2	1	1	3	2	3	1	2	2	3	2	2	2	2	1	1	2	3	3	3	2	2	1	4	3	2	3	2	2	4	4	2	10	0	2	3	77	5	0.282276165309916
1398	3	1	2	1	2	3	1	2	2	2	2	1	2	2	2	2	1	1	2	1	2	2	1	1	1	3	2	2	3	2	1	4	1	2	1	2	2	2	1	3	3	2	3	3	3	1	3	2	3	3	2	4	12	2	0.474168876358127
1399	2	1	1	2	3	4	1	1	2	2	2	1	2	2	2	2	3	3	2	4	4	3	1	1	3	2	4	1	2	1	1	2	2	2	2	2	2	2	2	3	2	3	3	3	3	4	4	1	6	2	1	1	8	3	1.03860331336441
1400	3	1	2	1	1	3	2	2	2	2	2	9	9	9	9	9	1	2	2	1	3	2	1	1	2	2	3	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	3	3	3	3	4	2	9	0	2	1	11	4	1.88535288446096
1401	2	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	1	4	2	3	4	3	1	1	1	1	4	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	4	1	6	0	2	4	77	2	0.479233007494114
1402	3	1	2	1	2	3	2	2	2	2	2	9	9	9	9	9	2	3	2	1	3	3	2	1	1	2	4	1	3	1	2	3	2	2	2	2	2	1	1	3	2	5	3	3	3	2	2	2	4	0	1	4	9	5	0.366753954902228
1403	3	1	1	2	2	2	2	2	1	2	2	9	9	9	9	9	2	2	2	1	4	3	1	1	2	3	3	2	2	2	2	3	3	3	3	2	2	2	2	3	3	3	3	3	1	2	3	2	6	3	2	4	13	3	0.363257517121976
1404	3	1	1	1	2	3	1	2	2	1	2	2	1	2	2	2	3	3	3	3	3	3	1	2	2	1	2	2	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	9	2	1	1	12	1	1.80057394774861
1405	3	1	1	1	2	4	1	2	2	2	2	2	1	2	2	2	1	2	2	2	3	3	1	2	1	5	4	1	3	1	1	4	1	1	1	2	1	1	2	1	1	1	3	3	3	3	4	1	6	0	2	3	11	1	1.01934526945218
1406	2	1	1	2	4	3	1	2	2	2	2	1	2	2	2	2	2	4	2	4	4	4	1	1	2	2	3	2	3	2	3	4	2	2	3	3	2	2	2	4	2	3	3	3	3	3	3	2	9	5	1	3	12	2	2.21293619322876
1407	3	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	2	4	2	2	4	3	1	1	2	2	2	2	1	1	2	4	1	3	2	2	1	4	3	3	3	3	3	3	3	2	4	3	6	2	2	3	12	1	1.24480971265628
1408	2	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	1	1	2	1	2	2	1	2	2	2	4	2	2	1	1	4	2	2	2	1	1	2	1	2	1	3	3	3	3	1	2	2	3	0	1	3	13	4	0.722436433536784
1409	3	1	2	2	3	4	1	2	1	2	1	9	9	9	9	9	1	3	3	2	3	2	1	5	3	5	3	2	5	2	2	3	2	2	2	2	2	2	2	2	2	2	3	3	3	2	5	2	3	1	2	2	8	1	2.37855372382536
1410	2	1	2	1	1	4	2	2	2	2	2	2	2	2	2	2	3	3	2	2	3	3	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	0	2	1	10	2	0.250607594349613
1411	3	1	2	1	1	2	1	2	2	2	2	2	1	2	2	2	2	3	2	3	4	3	1	1	1	5	4	2	2	2	2	5	5	2	2	1	2	5	2	1	1	5	3	3	3	2	4	2	9	2	2	3	9	5	0.947463656924307
1412	3	1	2	1	1	3	2	2	2	2	2	9	9	9	9	9	2	3	2	1	3	2	1	1	2	1	3	1	5	1	1	3	1	1	2	1	1	1	1	1	1	1	3	4	3	3	3	2	6	1	1	1	10	4	0.940310931846291
1413	2	1	2	1	1	2	1	2	2	2	2	2	1	2	2	2	1	2	3	3	1	1	1	1	1	2	4	2	3	1	1	4	1	2	2	1	1	1	1	1	1	2	3	3	3	1	2	1	9	1	1	2	9	5	0.374427071187566
1414	2	1	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	3	2	1	3	3	1	1	2	2	3	2	3	1	1	3	2	2	2	2	2	2	1	1	1	2	3	3	4	2	2	1	3	2	2	1	8	4	0.566851892080864
1415	2	1	1	1	3	4	1	2	2	2	2	2	1	2	2	2	1	3	2	1	3	3	1	1	4	5	3	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	2	3	3	2	3	2	77	1	2	1	77	3	0.287102258993554
1416	2	1	1	1	3	3	2	2	2	2	2	9	9	9	9	9	2	3	1	2	3	3	2	2	1	2	3	2	2	1	1	4	2	2	1	2	1	1	1	3	2	2	3	3	3	2	3	2	7	0	2	2	12	5	1.28375965874157
1417	2	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	2	3	2	3	4	3	1	1	2	2	5	2	5	1	1	5	2	1	1	1	1	1	1	1	1	1	4	3	4	3	5	2	10	2	2	2	7	1	2.95372533916575
1418	2	1	1	1	1	2	2	1	2	2	2	2	2	1	2	2	3	3	2	3	4	3	1	3	1	5	3	2	3	2	2	3	5	2	2	2	2	2	3	2	2	3	4	3	4	5	3	2	9	5	2	4	11	2	0.576597520372558
1419	3	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	2	3	3	2	2	3	1	1	3	3	3	2	3	2	2	3	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	2	7	0	1	1	9	3	0.0866356500165533
1420	3	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	2	2	1	2	3	3	1	1	1	1	4	1	1	1	1	3	1	1	1	1	1	1	2	2	2	1	3	3	3	2	4	2	8	0	1	2	11	2	0.693736621368674
1421	2	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	1	1	2	2	4	4	1	1	1	1	4	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	2	6	2	1	1	6	1	0.166317815017553
1422	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3	4	4	1	1	1	1	4	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	7	0	2	1	88	3	0.556912552327402
1423	2	1	2	1	2	4	1	1	2	2	2	2	1	2	2	2	2	3	2	2	3	2	1	1	1	1	4	1	2	1	1	4	1	1	1	1	1	1	1	1	1	4	3	3	3	1	3	2	3	1	1	2	77	3	0.779924043498068
1424	2	1	2	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	4	2	3	1	1	4	2	1	1	2	1	1	1	2	2	2	3	3	2	2	3	1	11	2	2	1	9	3	0.621344554031585
1425	2	1	2	1	1	3	1	2	2	2	2	2	1	2	2	1	2	1	2	1	3	3	2	1	2	2	4	3	2	2	1	4	1	1	1	1	1	2	1	1	1	1	3	3	3	1	2	1	6	0	1	4	77	3	0.398003951468247
1426	2	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	3	3	2	3	3	3	1	2	2	4	3	2	2	2	1	2	3	2	2	2	2	2	1	2	2	3	3	3	3	2	2	2	8	0	1	1	9	4	0.969885017673212
1427	3	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	2	2	2	1	2	2	1	1	2	2	2	2	5	2	1	3	2	2	2	1	1	2	2	3	3	3	3	3	3	2	3	1	10	0	1	3	11	5	0.457249895446922
1428	2	1	2	1	2	3	1	2	2	2	2	2	1	2	2	2	2	3	2	1	3	3	1	1	3	3	4	2	3	2	2	3	2	2	3	2	2	2	2	3	2	2	3	2	3	3	4	2	6	0	2	3	11	2	0.154000722448078
1429	2	1	2	2	1	2	1	1	2	2	2	2	1	2	2	2	1	1	2	2	3	4	1	1	1	1	4	2	2	2	1	4	2	1	1	1	1	1	1	1	1	1	3	3	3	3	3	1	5	2	1	3	9	3	0.498538682222425
1430	2	1	1	1	2	4	1	2	2	2	2	2	2	2	2	2	2	3	2	3	3	3	1	2	1	2	4	1	2	2	2	3	2	2	2	2	2	2	2	3	2	3	2	3	2	2	3	2	3	0	2	3	12	2	0.450061513479848
1431	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	4	4	2	4	4	4	1	2	4	5	5	2	5	2	1	3	2	2	5	2	5	2	5	2	2	2	4	3	3	4	4	5	5	2	2	1	4	1	3.71800664916409
1432	2	1	1	1	2	3	2	2	2	2	2	9	9	9	9	9	1	2	2	1	3	3	1	1	1	2	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	2	3	2	2	1	4	1	3	2	2	3	12	5	0.0523613998439173
1433	2	1	2	1	2	3	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	3	1	1	2	1	4	1	4	1	1	3	1	1	1	1	1	2	1	1	1	1	3	2	3	2	3	1	3	0	2	1	11	2	0.87777835737771
1434	2	1	1	1	3	3	1	2	2	2	2	2	1	2	2	2	2	3	3	2	3	3	2	2	2	2	3	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	2	3	0	2	3	12	2	0.4507394037402
1435	3	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	3	3	2	2	2	2	1	1	1	2	4	1	2	1	1	5	1	1	1	2	2	1	2	3	2	2	3	2	3	2	4	2	3	3	2	1	6	4	0.0749951228567802
1436	2	1	2	2	1	1	2	2	1	1	2	9	9	9	9	9	1	3	1	3	4	3	2	1	1	3	2	3	3	2	2	3	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	2	1	3	1	3	5	2	0.436725835130518
1437	3	1	2	1	3	2	1	1	2	2	2	2	1	2	2	2	3	3	2	2	4	4	1	1	3	5	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	2	3	3	3	2	3	1	11	2	1	4	11	5	0.0554365768458521
1438	2	1	2	1	2	3	1	2	2	2	2	2	2	2	2	2	2	3	2	1	4	3	1	2	1	2	3	2	2	1	1	3	2	2	1	2	2	2	1	2	2	2	3	3	3	2	3	2	7	1	2	2	12	4	0.511827064026481
1439	2	1	2	1	1	2	1	2	1	2	2	9	9	9	9	9	2	2	2	1	3	4	1	2	1	2	4	1	2	2	1	4	2	2	2	2	2	2	2	3	3	3	3	3	3	2	2	3	6	5	1	4	11	3	0.0544830647619919
1440	2	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	1	1	2	2	2	4	1	1	1	3	4	1	2	1	1	2	2	2	2	1	2	2	1	1	1	2	3	3	3	2	2	1	8	0	1	1	10	5	2.26848166338144
1441	3	1	2	2	1	2	2	2	2	2	2	9	9	9	9	9	2	1	2	1	2	4	1	2	3	3	4	2	2	2	2	3	2	2	2	2	2	2	1	2	1	3	3	3	3	2	3	2	7	2	2	2	10	4	0.819252472948568
1442	2	1	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	3	1	1	3	2	4	2	3	1	1	2	2	1	1	1	1	1	2	1	1	3	3	3	3	3	3	1	11	0	1	1	9	5	0.970655754205572
1443	2	1	2	2	6	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	4	1	1	1	1	4	1	2	1	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	5	5	1	3	11	3	1.99000771654601
1444	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	3	3	4	4	4	1	1	2	2	3	2	3	1	1	4	2	1	2	2	2	1	2	3	3	3	3	3	3	3	4	3	2	1	2	3	7	2	0.732172065346294
1445	2	1	1	1	1	2	2	2	2	2	2	9	9	9	9	9	1	1	3	2	2	3	1	1	1	5	4	2	3	2	2	5	5	2	2	1	1	1	1	2	2	3	3	3	3	2	4	1	8	3	2	1	9	4	1.94471670613693
1446	2	1	1	1	2	2	1	2	2	2	2	2	1	2	2	2	1	2	1	3	3	3	1	1	1	1	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	2	4	1	7	3	2	1	3	4	0.0601673783353704
1447	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	1	1	1	1	4	1	4	1	1	4	1	1	1	1	1	1	1	2	1	2	9	2	3	4	4	1	6	2	1	1	9	3	0.676603968869028
1448	2	1	1	1	3	3	1	2	2	2	2	2	1	2	2	2	1	2	2	1	1	1	1	2	2	5	5	2	2	2	1	4	5	5	2	2	1	1	1	2	2	5	3	3	4	2	3	2	9	0	2	1	11	3	0.816683359698233
1449	2	1	2	1	6	2	2	2	2	1	2	2	1	2	2	2	2	2	3	3	3	3	1	1	2	1	4	1	2	1	1	4	2	1	1	1	1	1	1	2	1	2	3	3	3	2	2	5	6	1	1	2	88	1	0.548848647688404
