ID	appareils_refrigerateur	appareils_machine_linge	appareils_seche_linge	appareils_lave_vaisselle	appareils_ordinateurs	nombre_voitures	travail_voiture	travail_moto	travail_transports_en_commun	travail_velo_marche	travail_train	transports_lents	transports_peu_accessibles	transports_peu_confortables	transports_peu_surs	transports_couteux	critere_origine	critere_biologique	achat_supermarche	achat_boutique	achat_reseaux_locaux	achat_marche	quotidien_lumieres	quotidien_machine_pleine	quotidien_lav_temperature	affirmations_terre_limitee	affirmations_env_modifiable	affirmations_desastre	affirmations_ingeniosite	affirmations_env_malmene	affirmations_droit	affirmations_crise_exageree	affirmations_crise_majeure	enjeu_climat	enjeu_air	enjeu_dechets	enjeu_eau	enjeu_disparition_especes	enjeu_pesticides	enjeu_centrales_nucleaires	enjeu_dechets_nucleaires	enjeu_ondes	actions_entreprises	actions_citoyens	actions_pouvoirs_publics	engagement_produits	engagement_impots	engagement_temps	politique_gauche_droite	habitat_TUU2014	demo_sexe	demo_diplome	demo_revenus	demo_age	ponderation
390	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	3	3	3	4	4	1	1	1	3	4	1	4	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	2	1	11	1	2	1	3	4	0.449919403879498
391	2	1	1	1	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	3	2	3	2	1	1	5	3	2	5	1	1	4	2	2	2	1	2	1	1	2	2	2	3	3	3	1	1	2	4	3	2	4	10	2	0.15751687525867
392	2	1	1	1	3	2	2	2	2	2	2	9	9	9	9	9	1	1	2	2	3	1	3	2	1	1	4	1	5	1	1	4	1	1	1	1	1	1	1	1	1	3	3	3	3	1	2	1	4	2	1	2	12	5	1.09352075231625
393	3	1	1	1	4	3	1	2	2	2	2	2	1	2	2	2	2	3	1	1	4	4	1	1	1	3	4	2	2	2	1	3	2	1	1	1	1	1	1	1	1	2	3	3	3	3	3	1	11	0	1	3	10	3	0.674466664956123
394	3	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	2	2	2	1	1	3	1	1	1	4	4	2	2	2	2	4	2	1	1	2	2	2	1	1	1	2	3	3	3	2	2	2	3	2	1	1	11	4	2.22806152882216
395	2	1	1	2	1	2	1	2	2	1	2	2	1	2	2	2	2	3	2	1	2	2	1	1	2	3	2	1	2	2	2	3	2	2	1	2	1	1	1	2	2	3	3	2	3	3	3	3	2	1	2	4	9	2	0.257599283007895
396	3	1	1	1	4	2	2	2	2	2	2	9	9	9	9	9	1	1	3	3	3	2	1	1	1	5	4	2	5	2	1	1	4	4	2	2	1	3	1	2	1	2	3	3	3	1	4	1	6	0	1	2	6	5	0.984330725491916
397	2	1	2	1	2	2	2	2	2	2	2	9	9	9	9	9	1	3	2	2	4	4	1	1	2	4	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	3	3	3	2	3	2	8	0	1	2	10	4	0.596915956703437
398	2	1	2	1	2	3	2	2	2	2	2	9	9	9	9	9	3	3	2	1	1	3	1	1	2	2	2	1	2	2	5	2	3	3	2	2	2	3	2	1	1	1	3	2	1	2	3	1	1	2	2	2	10	4	3.13441713061532
399	2	1	1	1	3	2	1	2	1	1	2	9	9	9	9	9	2	2	2	3	4	4	1	4	4	2	2	2	2	2	2	3	2	3	3	3	3	3	3	3	3	3	3	4	3	2	5	3	6	5	2	3	12	1	4.66440983857227
400	2	1	2	1	2	3	2	2	2	2	2	9	9	9	9	9	2	3	2	3	3	3	2	1	3	5	4	2	3	2	1	4	2	2	2	1	2	2	2	2	2	2	3	3	3	2	3	2	5	0	2	3	11	4	0.997764939523466
401	3	1	2	1	1	3	1	2	2	2	2	1	2	2	2	2	2	2	2	1	3	2	2	2	2	2	4	1	3	1	1	4	1	1	1	2	1	2	1	2	1	2	3	3	3	1	2	2	5	3	1	2	12	5	0.74244172495563
402	2	1	2	2	6	2	1	2	1	2	2	9	9	9	9	9	2	3	1	3	4	2	1	3	2	5	2	2	1	2	2	1	2	2	1	2	1	2	1	1	2	2	1	2	1	1	1	1	10	1	1	1	13	1	3.35595217006232
403	3	1	2	1	6	2	1	2	2	2	2	2	1	2	2	2	3	2	2	3	2	2	1	1	1	4	4	2	2	2	1	3	2	2	2	2	2	2	2	2	1	3	3	3	3	2	4	2	6	0	2	1	4	3	0.401982924313669
404	2	1	2	2	1	1	2	2	1	1	2	9	9	9	9	9	2	2	3	2	2	3	2	2	2	2	2	3	2	2	2	3	1	2	2	2	2	2	1	1	1	1	3	3	3	2	3	2	2	5	2	3	10	4	0.328941020154914
405	3	1	2	1	2	3	1	2	2	2	2	2	1	2	2	2	2	3	2	3	5	5	2	1	3	2	1	2	2	2	1	4	2	2	1	3	2	3	3	4	4	3	3	3	2	3	3	2	6	0	1	2	10	1	1.79187635618732
406	2	1	2	2	2	3	9	9	9	9	9	9	9	9	9	9	1	1	3	3	2	1	1	1	1	2	4	1	3	1	1	4	1	1	1	1	1	2	1	2	2	1	3	3	3	2	3	1	2	0	2	2	8	3	0.609560865692804
407	2	1	1	1	3	3	1	2	1	2	2	9	9	9	9	9	3	2	1	1	3	3	1	2	1	2	3	1	2	2	2	3	2	2	2	1	1	1	2	2	2	2	3	3	3	3	4	2	5	3	2	2	12	2	2.33584418386188
408	2	1	2	1	2	2	1	2	2	2	2	1	1	2	2	2	1	1	4	3	1	3	1	1	2	1	3	2	3	1	1	4	2	2	2	2	2	2	2	2	2	1	3	3	3	2	3	2	5	3	2	4	11	2	1.11557347647579
409	2	1	2	2	6	1	2	2	1	2	2	9	9	9	9	9	3	3	3	2	4	2	1	2	3	2	4	1	4	1	1	4	1	2	1	2	1	1	1	1	1	3	3	3	3	2	2	2	3	3	2	1	9	3	1.18558610995393
410	2	1	1	1	3	3	1	2	2	2	2	2	1	2	2	2	2	2	2	3	3	2	1	2	3	1	2	2	4	2	2	3	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	2	5	1	1	4	77	4	0.38084373953126
411	2	1	2	2	6	1	2	2	2	2	1	2	1	2	2	2	4	4	1	4	3	2	1	3	3	4	3	2	1	1	2	2	1	3	3	1	1	1	3	3	3	3	3	3	2	1	3	1	8	2	2	2	7	2	0.261186405374409
412	2	1	1	1	1	2	2	2	2	2	2	9	9	9	9	9	2	3	2	1	3	3	1	1	2	5	2	2	3	2	2	3	3	1	1	1	1	1	1	1	1	2	3	2	3	2	2	1	6	3	2	3	11	4	0.812516601829883
413	2	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	3	2	3	3	1	1	4	2	3	2	2	2	1	3	2	2	2	2	2	1	2	2	2	2	3	3	3	2	2	2	3	3	1	3	9	3	0.247927545100006
414	3	1	2	1	2	2	2	2	2	2	2	9	9	9	9	9	2	2	3	3	3	4	1	1	1	3	4	1	1	1	1	4	1	2	1	1	1	1	1	2	1	2	3	3	3	1	1	1	3	0	2	2	9	5	0.762693952529097
415	2	1	2	1	1	2	1	2	1	1	2	9	9	9	9	9	2	2	3	3	4	4	1	1	2	3	2	2	4	2	1	4	1	2	1	1	2	2	1	1	1	4	3	3	3	2	3	5	5	3	2	4	12	2	0.565853357730408
416	2	1	2	1	2	2	2	2	2	2	2	9	9	9	9	9	2	2	2	1	3	2	1	1	1	2	4	1	1	1	1	2	2	2	2	2	2	2	1	2	1	5	3	3	3	2	3	2	6	1	2	1	7	4	0.851215265579432
417	2	1	2	1	1	2	1	2	1	2	2	9	9	9	9	9	4	3	2	4	4	3	1	1	1	3	1	5	1	2	1	2	1	3	3	3	3	3	2	4	4	4	1	4	3	1	4	4	4	2	2	1	6	3	0.699709830157599
418	2	1	2	2	1	1	2	2	1	2	2	9	9	9	9	9	1	1	1	1	4	3	1	3	2	4	2	1	2	2	2	4	2	1	1	1	1	1	1	1	1	2	3	3	2	2	2	2	4	5	1	2	10	3	1.3471141959108
419	2	1	2	1	2	2	2	1	2	2	2	2	1	2	2	2	3	3	2	3	4	3	1	1	2	5	4	1	5	2	2	3	5	2	2	1	2	3	2	2	1	3	3	3	3	3	3	2	6	2	1	1	10	2	1.88536447500353
420	2	1	1	1	1	4	1	2	1	1	1	9	9	9	9	9	2	3	2	1	2	4	1	1	5	2	3	2	2	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	2	2	2	6	0	1	3	12	1	0.695060125831744
421	2	1	2	1	2	2	2	2	2	2	2	9	9	9	9	9	3	4	2	4	4	3	2	1	2	2	4	2	2	2	1	2	2	3	2	1	2	4	5	3	2	4	3	2	3	2	3	2	8	5	1	2	8	5	0.570923932417721
422	3	1	2	2	1	3	2	2	2	2	2	9	9	9	9	9	3	2	2	3	3	2	1	3	3	2	4	1	2	1	2	2	2	2	2	1	2	1	2	1	1	1	3	3	3	2	2	2	1	0	1	1	11	5	0.875493704755817
423	2	1	1	2	1	3	2	2	2	2	2	2	2	2	2	2	2	3	3	1	3	3	2	2	3	2	3	2	2	1	1	3	1	2	2	2	2	2	1	1	1	2	3	3	3	3	3	2	8	0	2	3	77	3	0.454207641277934
424	2	1	1	1	1	3	1	2	2	2	2	1	1	2	2	2	1	2	2	1	2	2	1	2	3	1	3	2	3	1	1	3	1	1	2	2	2	1	1	3	3	2	3	3	3	2	2	1	9	0	1	3	12	3	0.895250248518918
425	3	1	1	1	3	3	1	2	2	2	2	1	2	2	2	2	1	1	3	2	4	2	4	2	2	5	4	1	4	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	2	2	2	3	5	2	3	13	4	1.41967464740632
426	2	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	3	1	3	4	3	1	1	2	2	3	2	2	1	1	2	1	2	2	1	1	1	2	2	2	2	3	3	3	2	3	2	8	3	2	4	12	5	0.0860124889325546
427	3	1	2	1	1	3	2	2	2	2	2	9	9	9	9	9	3	2	2	3	3	3	2	1	1	2	3	1	2	1	1	4	2	2	2	1	2	1	1	1	1	2	3	3	3	1	2	1	3	2	2	3	12	5	0.247034850200154
428	2	1	2	2	6	2	2	2	2	2	2	9	9	9	9	9	1	1	3	2	3	2	1	1	1	1	4	1	4	1	1	1	1	2	2	2	2	1	1	2	1	3	3	3	2	1	3	1	1	1	2	1	13	4	0.56208196148326
429	2	1	2	1	2	2	2	2	2	2	2	9	9	9	9	9	1	2	2	1	4	2	1	1	1	3	3	1	3	1	1	4	1	1	1	1	1	1	1	3	2	3	3	2	3	2	3	1	10	1	1	2	11	5	0.725994489723486
430	2	1	2	1	4	2	1	2	2	1	2	2	2	2	2	2	3	3	2	1	3	2	1	1	1	1	4	1	4	1	1	3	1	2	1	1	1	1	1	1	1	2	3	3	3	1	3	2	6	3	1	1	7	2	0.964105891826614
431	2	8	8	8	6	3	1	2	2	2	2	2	2	2	2	2	1	2	2	1	3	2	1	1	1	5	3	1	4	1	1	3	1	2	1	2	1	1	1	1	1	1	3	3	3	3	4	2	5	5	2	3	77	2	0.944162235376225
432	2	1	2	2	1	1	2	2	2	2	2	9	9	9	9	9	2	3	2	3	4	4	1	4	2	2	4	1	2	2	1	3	2	2	1	2	2	1	2	2	1	2	3	3	3	2	3	2	5	3	1	1	3	3	0.876579972416672
433	3	1	2	1	2	3	1	2	2	2	2	2	2	2	2	2	4	4	2	2	4	3	1	2	1	3	3	2	3	2	1	4	2	2	1	1	1	1	1	1	1	2	3	3	3	2	4	2	4	2	2	2	12	4	0.181683729362536
434	2	1	2	1	2	1	2	2	1	1	2	9	9	9	9	9	1	1	1	1	4	3	1	3	2	2	4	1	3	1	2	4	2	2	1	2	1	3	2	3	3	4	3	3	3	1	2	2	6	5	1	4	12	4	0.231183407554864
435	2	1	1	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	3	1	2	2	1	4	1	3	1	1	4	1	1	1	1	1	1	1	2	2	2	3	3	3	1	2	2	9	3	2	1	11	4	1.32338477079679
436	3	1	2	1	3	3	1	2	2	2	2	2	1	2	2	2	3	3	1	1	3	3	1	1	3	4	4	2	3	2	1	3	2	2	2	2	2	2	2	2	1	3	3	3	3	2	3	2	5	3	2	1	10	1	1.2384260768095
437	2	1	2	1	4	4	1	2	2	2	2	2	2	2	2	2	2	2	1	2	3	3	2	1	2	3	4	2	3	1	2	4	2	2	2	2	3	1	2	3	2	3	3	3	3	2	2	2	7	1	1	4	13	3	0.722344738471858
438	2	1	1	1	1	2	2	2	1	2	2	9	9	9	9	9	4	4	2	4	4	3	1	1	1	1	3	2	3	1	2	4	1	2	2	2	2	2	2	2	1	2	3	3	3	4	4	2	10	2	2	2	6	3	0.592181077826496
439	3	1	2	1	1	3	1	2	2	2	2	2	1	2	2	2	2	2	2	3	2	3	1	1	3	5	3	2	2	1	1	4	2	1	1	1	1	2	1	1	1	2	3	3	2	1	1	2	4	1	1	4	13	3	0.521307670871383
440	2	1	2	1	6	2	1	2	2	2	2	2	1	2	2	2	3	3	1	2	3	3	1	1	3	2	3	2	3	1	2	3	2	2	3	2	2	2	3	2	2	2	1	1	1	3	3	5	6	1	2	1	4	1	0.83312065151989
441	2	1	1	1	1	4	1	2	2	2	2	1	1	1	2	1	2	2	2	3	2	2	3	1	4	2	3	2	2	1	1	3	2	2	2	1	2	3	2	2	3	4	3	3	3	3	9	1	8	5	1	4	13	2	1.01200764785108
442	2	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	1	1	2	3	5	2	2	5	5	5	3	2	3	2	3	3	5	5	4	4	4	4	3	3	5	8	2	2	4	13	2	0.148439698030837
443	2	1	2	2	1	3	1	2	2	2	2	2	2	2	2	2	1	2	3	1	1	1	1	1	3	1	4	1	4	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	4	2	6	0	2	1	88	3	0.445614372301279
444	2	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	3	4	3	2	3	3	1	2	3	2	4	1	4	1	1	4	1	2	2	1	1	1	1	2	2	3	3	3	3	2	3	2	9	1	1	1	11	3	0.996302632079796
445	2	1	2	2	6	3	2	2	2	2	2	9	9	9	9	9	3	4	2	1	4	3	1	1	3	5	4	1	5	2	1	2	1	2	1	1	1	2	1	1	1	2	3	3	3	2	5	2	6	0	1	1	9	4	1.19888626100555
446	2	1	2	1	1	2	2	2	2	2	2	9	9	9	9	9	2	3	1	2	3	3	1	2	2	2	4	1	4	1	2	4	1	1	1	2	1	1	1	2	2	2	3	3	3	4	4	2	9	1	2	1	7	5	0.652228888531468
447	2	1	2	1	2	2	2	2	2	2	2	9	9	9	9	9	1	1	2	3	2	2	1	2	2	4	4	2	4	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	2	1	2	1	1	2	12	4	1.16778652966825
448	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	1	1	3	2	3	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	2	3	2	6	1	1	2	77	1	1.1794706440684
449	2	1	2	2	1	1	2	2	1	2	2	9	9	9	9	9	1	1	2	1	1	2	1	1	1	1	4	1	4	1	1	4	2	2	2	2	2	2	1	3	3	2	3	3	3	4	4	1	6	5	1	3	8	3	1.18369145459934
450	3	1	1	1	2	3	2	2	2	2	2	9	9	9	9	9	1	3	2	2	3	3	1	1	2	1	2	1	2	2	2	2	3	2	2	1	2	2	2	3	3	3	3	2	3	3	3	2	7	0	1	1	12	5	1.57192042554866
451	3	1	1	2	3	2	2	1	2	2	2	2	2	2	2	2	5	5	2	2	1	1	1	2	2	3	2	3	2	3	3	5	1	3	2	2	2	1	3	5	5	5	2	3	3	3	4	1	4	2	2	1	3	3	2.21024252722132
452	3	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	3	2	1	3	3	1	2	2	1	3	1	3	2	2	3	2	2	1	1	1	2	1	3	2	3	3	3	2	2	3	2	8	2	1	3	13	5	0.335231563943606
453	3	1	1	1	4	4	1	2	2	2	2	2	2	2	2	2	2	2	2	1	3	3	1	1	2	2	3	1	2	1	1	3	2	2	2	2	2	1	2	1	1	2	3	3	3	2	2	1	6	1	2	1	11	2	0.950570475477772
454	3	1	1	1	1	3	1	2	2	2	2	1	1	1	2	2	3	3	1	2	3	3	1	1	2	3	4	2	5	1	1	5	1	1	2	2	1	1	2	1	1	2	3	3	3	4	4	2	11	1	1	1	9	2	2.07151983089346
455	3	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	3	2	2	3	4	3	1	1	1	5	3	2	5	1	1	3	2	2	1	2	2	3	2	3	3	3	3	3	3	2	3	2	3	1	2	4	11	1	0.953200485057598
456	2	1	2	2	6	2	2	2	2	2	1	9	9	9	9	9	1	2	3	2	3	3	1	2	1	2	4	1	3	1	2	3	2	1	1	1	1	1	1	1	1	1	3	3	2	3	3	4	5	1	1	4	11	2	0.365840400529052
457	2	1	1	1	1	2	2	2	2	2	2	9	9	9	9	9	1	2	1	1	4	4	1	2	2	2	2	1	2	1	1	3	1	2	1	1	1	1	1	2	1	2	3	3	3	2	2	2	9	2	2	1	9	5	1.36179408692337
458	3	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	1	3	2	2	4	3	1	1	1	2	3	2	4	1	2	4	1	3	1	1	1	3	1	1	1	1	3	3	3	1	1	1	6	3	2	4	13	3	0.0351670180154199
459	2	1	1	1	4	2	1	2	2	2	2	2	1	2	2	2	3	3	2	1	2	2	2	2	3	2	4	2	3	2	1	3	2	2	2	2	2	2	2	2	2	2	3	2	3	2	3	3	8	3	1	3	12	2	0.81347639593054
460	1	1	2	1	4	1	2	2	1	2	2	9	9	9	9	9	4	1	2	2	3	2	1	1	3	5	3	1	5	1	1	5	1	1	1	1	1	5	5	1	1	1	3	3	3	3	3	1	3	5	2	1	6	3	1.34352251805263
461	2	1	1	1	2	3	1	2	2	2	2	1	1	2	2	2	2	2	2	1	3	4	2	5	5	2	5	2	5	2	2	5	2	2	2	3	2	2	2	2	3	2	3	2	2	5	3	2	3	3	2	2	12	2	1.41194015950263
462	2	1	2	2	1	2	2	2	2	2	2	9	9	9	9	9	2	3	1	1	4	1	1	1	1	2	4	2	5	2	2	5	2	2	1	2	1	3	2	3	3	3	3	3	3	2	4	1	9	5	2	3	11	5	0.495841202795082
463	2	1	2	2	3	3	1	2	2	2	2	2	1	2	2	1	2	3	1	4	4	4	1	1	2	1	4	1	3	1	1	4	1	1	1	2	1	1	1	1	1	2	3	3	3	2	2	2	4	3	1	1	11	2	1.97341024495297
464	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	3	2	2	2	1	2	2	2	4	1	4	1	1	4	1	1	2	2	1	1	2	2	2	3	3	3	3	1	2	1	5	0	1	1	7	4	0.749730821925253
465	2	1	2	1	1	3	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	1	1	2	4	1	3	1	1	3	2	2	2	2	2	1	2	3	2	2	3	3	3	4	4	2	9	0	1	1	11	1	2.24398487574805
466	2	1	2	1	3	2	1	2	2	2	2	2	2	2	2	2	1	3	3	1	2	3	1	1	1	5	3	2	2	2	2	2	5	3	2	3	3	1	2	3	3	3	3	3	3	3	3	2	8	2	2	2	12	3	0.380406022858552
467	2	1	2	1	2	1	2	2	2	2	2	9	9	9	9	9	3	4	2	3	4	4	1	1	1	1	3	1	4	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	3	4	2	11	3	2	2	3	1	3.7171151976542
468	3	1	1	1	1	3	2	2	2	2	2	9	9	9	9	9	1	2	1	2	3	4	1	2	2	2	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	2	2	1	3	0	1	3	12	4	0.588871330655577
469	4	8	8	8	6	3	1	2	2	2	2	2	2	2	2	2	5	5	5	5	5	5	5	5	5	2	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	6	1	1	1	77	1	6.04726945168106
470	2	1	1	2	1	4	2	2	2	1	2	2	2	2	2	2	3	2	2	3	4	4	1	2	2	1	4	2	3	1	1	4	2	2	1	1	1	2	1	1	1	1	3	3	3	2	3	1	6	3	2	1	88	1	0.872631040811778
471	3	1	2	1	1	3	2	2	2	2	2	9	9	9	9	9	3	4	2	2	4	4	2	2	2	2	2	5	5	1	2	4	1	2	2	2	2	3	3	3	2	4	3	3	3	2	3	5	9	3	1	4	13	5	0.516284324596141
472	2	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	1	2	2	2	3	2	1	1	1	2	4	1	5	2	2	4	2	3	1	2	2	2	1	1	1	2	3	2	3	2	5	1	4	3	2	3	6	4	0.940078331052058
473	2	1	2	1	3	3	1	2	2	2	2	2	1	2	2	2	4	4	3	3	3	3	1	2	2	3	3	1	2	1	1	5	1	2	2	2	1	1	3	4	3	4	3	3	2	2	3	2	6	0	1	3	11	1	1.23266038656842
474	3	1	2	1	2	3	2	2	2	2	2	9	9	9	9	9	4	4	2	4	4	3	2	1	3	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	3	3	2	10	2	1	4	77	4	0.576980226157314
475	2	1	2	2	3	2	1	2	2	2	2	2	1	2	2	2	2	3	2	1	4	4	1	3	1	2	4	1	5	1	1	4	2	2	2	1	1	1	2	3	1	3	3	3	3	2	3	2	9	3	2	3	77	2	1.16513298913898
476	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	3	1	2	4	3	1	1	1	4	4	1	4	1	1	3	1	2	1	1	2	1	1	2	2	2	3	3	3	2	2	2	2	0	2	2	10	1	1.6232835428844
477	2	2	2	2	1	1	2	2	1	2	2	9	9	9	9	9	3	4	2	3	4	2	1	5	5	4	4	2	2	2	2	3	2	3	2	2	2	2	2	3	3	3	3	3	3	2	5	2	5	5	1	4	3	1	0.709039896708512
478	3	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	2	3	2	1	3	2	1	1	2	3	3	2	2	2	1	4	2	2	2	2	1	2	2	1	1	2	3	3	3	3	4	2	6	0	2	2	77	3	0.518384043310367
479	2	1	1	1	1	2	2	2	2	2	2	9	9	9	9	9	1	2	1	1	1	1	1	1	1	4	4	1	3	1	2	4	1	1	1	1	1	1	1	3	3	2	3	3	3	3	3	1	7	2	1	2	9	4	1.40130690491924
480	3	1	1	1	1	3	1	2	2	2	2	2	1	2	2	2	2	1	2	1	3	3	1	3	2	5	3	2	2	2	1	3	2	2	1	1	1	1	2	2	2	3	3	3	3	2	2	2	10	3	1	2	12	5	2.92703753432057
481	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	5	3	2	2	2	2	5	5	2	2	3	2	3	2	2	2	3	3	3	4	2	3	2	3	0	2	2	9	4	0.345649519702156
482	2	1	1	1	2	2	2	2	1	1	2	9	9	9	9	9	3	1	3	1	2	3	1	1	1	2	2	3	2	1	1	4	1	2	1	2	3	3	1	2	2	2	3	3	3	2	4	2	5	5	1	4	12	2	2.72294621335776
483	2	1	1	1	2	3	1	2	2	2	2	2	1	2	2	2	2	2	2	2	3	3	1	2	3	2	4	5	3	2	2	3	5	2	2	2	2	2	2	2	2	2	3	3	4	3	3	2	2	0	2	3	12	3	0.0999715412131141
484	2	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	4	1	1	2	2	3	1	2	1	2	3	1	2	2	1	2	1	2	3	2	3	3	3	3	3	3	3	4	3	1	4	12	2	0.2856326019122
485	3	1	1	1	3	3	2	2	1	2	2	9	9	9	9	9	1	2	2	1	3	2	2	2	2	1	4	1	5	1	1	3	2	1	1	1	1	2	2	2	1	3	3	3	3	1	1	2	4	5	1	2	13	1	4.75782431545533
486	2	1	1	2	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	1	3	77	3	0.188945141671152
487	2	1	1	1	2	2	2	2	2	2	2	6	6	6	6	6	1	2	3	1	2	2	1	2	2	3	4	1	2	1	1	3	2	2	1	2	2	1	1	2	2	3	3	3	2	2	2	1	11	2	1	1	11	5	1.22015608521562
488	2	1	2	2	1	1	2	2	1	1	1	9	9	9	9	9	3	4	1	2	4	4	1	5	1	1	3	2	2	1	1	4	1	2	2	2	2	1	2	3	2	3	2	3	2	9	2	2	5	5	1	4	9	1	0.429038539143045
489	2	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	1	2	1	1	3	3	1	1	2	2	2	2	2	2	1	4	2	2	2	2	2	2	1	1	1	3	3	3	3	2	2	1	7	0	2	2	11	4	0.730922273555163
490	3	1	1	1	1	4	2	2	2	2	2	9	9	9	9	9	2	2	2	2	2	3	1	1	1	2	3	2	3	1	1	4	2	2	1	1	1	2	1	1	1	2	3	3	3	1	2	2	4	2	2	2	12	5	0.229116757221231
491	2	1	1	1	1	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	3	3	1	1	1	3	4	2	4	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	1	2	2	3	1	2	4	11	2	0.82186794027242
492	2	1	2	1	1	3	1	2	1	2	2	9	9	9	9	9	1	2	2	2	2	3	1	2	2	3	4	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	3	3	3	2	3	2	1	5	1	4	11	5	0.477908617962149
493	2	1	1	2	6	2	1	2	2	2	2	2	2	2	2	2	3	3	2	3	4	3	1	2	4	5	2	2	2	5	1	5	2	3	2	2	2	2	2	2	2	2	4	3	3	2	3	2	6	3	2	1	4	2	0.542037550028694
494	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	3	3	2	1	3	3	2	1	2	4	3	2	2	2	2	2	5	3	2	2	2	2	2	3	3	3	3	3	3	5	5	5	9	5	2	2	77	4	0.074679853776233
495	2	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	3	3	2	3	3	3	1	1	2	4	4	2	2	2	1	3	2	5	2	1	2	1	1	1	1	5	3	3	3	5	5	1	3	0	2	3	8	4	0.42394070129805
496	2	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	3	3	2	3	3	3	1	1	2	2	4	1	2	1	5	2	1	2	2	2	2	2	2	3	3	3	3	2	3	4	4	2	6	0	1	3	10	2	0.824161336428587
497	9	1	2	1	1	4	1	2	2	2	2	2	2	2	2	1	2	3	2	2	2	2	1	1	2	2	3	3	3	2	2	3	2	3	2	2	2	2	2	3	2	2	3	3	3	4	4	1	5	0	2	3	77	2	0.123081938264722
498	3	1	1	1	1	3	1	2	2	2	2	2	2	2	2	2	3	2	2	3	3	2	1	3	3	2	3	1	3	1	1	3	2	2	2	2	2	2	2	2	2	2	3	3	3	2	4	1	6	1	2	1	7	4	1.07037206307481
499	2	1	2	1	2	1	2	2	1	2	2	9	9	9	9	9	5	5	2	1	3	3	2	1	1	5	1	1	2	1	1	2	1	1	2	3	1	1	4	2	1	1	3	3	2	1	2	1	1	5	1	1	3	3	1.08534820127268
500	3	1	1	1	2	2	2	2	2	2	2	9	9	9	9	9	1	1	2	1	4	3	1	1	1	1	3	1	1	1	1	4	1	1	1	1	1	1	1	1	1	2	3	3	3	5	5	1	1	3	1	2	10	5	1.31389293902577
501	3	1	2	1	1	3	1	2	2	2	2	2	2	2	2	2	3	3	2	2	3	3	1	1	2	1	3	1	4	2	1	4	2	2	2	2	3	1	1	2	1	2	3	3	2	3	3	2	11	1	1	1	7	1	2.12678071883207
502	2	1	2	1	1	3	1	2	2	2	2	2	1	2	2	2	1	3	2	2	3	2	1	1	3	2	3	2	2	2	2	3	2	2	2	2	2	2	2	3	3	3	3	3	3	2	2	3	6	2	2	1	12	1	0.782395235694419
503	2	1	1	1	3	3	1	2	2	2	2	2	2	2	2	2	2	2	2	3	4	3	1	1	3	2	4	1	3	1	1	4	1	1	2	1	1	1	1	1	1	1	3	3	3	2	4	1	5	1	2	1	3	3	0.579969481950483
